区域,小区名称,面积(㎡),户型,价格(元/月)
武昌,绿地国际金融城二期,30,2室1厅1卫,1400
武昌,当代东湖壹号,9,5室1厅2卫,1030
武昌,新绿美地,10,4室1厅1卫,860
武昌,绿地国际金融城二期,16,5室1厅5卫,1200
武昌,绿地国际金融城二期,25,2室1厅1卫,1300
武昌,星海虹城,15,4室1厅1卫,1100
武昌,中环国际,22,4室1厅3卫,1300
武昌,中环国际,22,4室1厅3卫,1300
武昌,水岸国际峯岚天下,24,5室1厅4卫,1300
武昌,绿地国际金融城二期,28,5室1厅3卫,1400
武昌,中北春天,16,4室1厅3卫,1450
武昌,中北春天,16,4室1厅3卫,1450
武昌,中北春天,16,4室1厅3卫,1450
武昌,中北春天,16,4室1厅3卫,1450
武昌,群建星城,24,4室1厅2卫,1280
武昌,星海虹城,22,4室2厅2卫,1350
武昌,舒苑大厦,14,3室1厅1卫,1290
武昌,紫笛苑,13,4室1厅2卫,1290
武昌,友谊国际百老汇,23,5室1厅4卫,1600
武昌,融侨华府,26,4室1厅4卫,1600
武昌,友谊国际,24,5室1厅4卫,1600
武昌,友谊国际,24,5室1厅4卫,1600
武昌,融侨华府,23,4室1厅4卫,1500
武昌,友谊国际百老汇,25,5室1厅4卫,1600
武昌,绿地国际金融城二期,26,5室1厅3卫,1500
武昌,绿地国际金融城二期,39,5室1厅5卫,1700
武昌,绿地国际金融城二期,23,5室1厅3卫,1600
武昌,绿地国际金融城二期,39,5室1厅5卫,1700
武昌,绿地国际金融城二期,28,5室1厅5卫,1650
武昌,绿地国际金融城二期,35,2室1厅2卫,1500
武昌,戎安华府,26,3室2厅2卫,1650
武昌,绿地国际金融城二期,30,5室1厅3卫,1500
武昌,绿地国际金融城二期,30,2室1厅1卫,1550
武昌,群建星城,35,4室1厅3卫,1550
武昌,绿地国际金融城一期,18,4室1厅2卫,1590
武昌,金地国际花园,9,5室1厅2卫,1460
武昌,紫沙路90号,13,4室1厅1卫,900
武昌,园丁小区,10,3室1厅1卫,1160
武昌,新绿美地,24,4室1厅2卫,1150
武昌,徐东馨苑,30,4室1厅2卫,900
武昌,徐东馨苑,12,4室1厅2卫,900
武昌,徐东馨苑,25,4室1厅2卫,900
武昌,华润置地公馆,13,4室1厅2卫,1050
武昌,中南龙庭,18,5室1厅3卫,1200
武昌,群建星城,22,5室1厅1卫,1400
武昌,百花居,18,5室1厅2卫,1200
武昌,武铁佳苑,23,4室1厅2卫,890
武昌,星河居,13,5室1厅2卫,1100
武昌,星河居,12,5室1厅2卫,1000
武昌,徐东馨苑,16,4室1厅2卫,600
武昌,湖大琴园,25,5室1厅2卫,900
武昌,百瑞景中央生活区四期,8,3室1厅1卫,1260
武昌,星海虹城四期鸿玺御园,15,4室2厅2卫,1200
武昌,徐东馨苑,35,4室1厅2卫,900
武昌,徐东馨苑,25,4室1厅2卫,900
武昌,星星社区,18,4室2厅2卫,1250
武昌,中环国际,16,4室1厅2卫,630
武昌,沙湖金港苑,16,5室1厅2卫,599
武昌,湖大琴园,23,4室1厅2卫,730
武昌,胭脂山花园,18,5室1厅2卫,630
武昌,武铁佳苑,23,4室1厅2卫,1180
武昌,金湖居,14,4室1厅2卫,1000
武昌,武车四村,18,4室1厅2卫,550
武昌,沙湖怡景,18,4室1厅2卫,1450
武昌,群建星城,18,4室1厅2卫,900
武昌,徐东馨苑,25,4室1厅2卫,650
武昌,清江花园,14,5室1厅2卫,1280
武昌,华润置地公馆,22,4室1厅2卫,1300
武昌,群建星城,15,5室1厅1卫,900
武昌,樱花大厦,18,5室2厅2卫,1300
武昌,樱花大厦,14,5室2厅2卫,1150
武昌,红岭大厦,14,5室1厅3卫,1200
武昌,武铁佳苑,10,3室1厅1卫,1090
武昌,虹星苑,20,5室1厅2卫,1380
武昌,二航设计院,12,4室1厅1卫,860
武昌,二航设计院,18,4室1厅1卫,1200
武昌,铂金天地,20,4室1厅2卫,1150
武昌,徐东馨苑,30,4室1厅2卫,900
武昌,徐东馨苑,23,4室1厅2卫,900
武昌,徐东馨苑,25,4室1厅2卫,1250
武昌,徐东馨苑,25,4室1厅2卫,900
武昌,徐东馨苑,25,4室1厅2卫,900
武昌,徐东馨苑,20,4室1厅2卫,900
武昌,绿地国际金融城二期,20,5室1厅4卫,1200
武昌,友谊国际,26,5室1厅4卫,1700
武昌,紫沙路90号,9,4室1厅1卫,700
武昌,姚家岭新城,18,4室1厅1卫,1150
武昌,时尚欧洲,19,4室1厅2卫,830
武昌,红岭大厦,11,5室1厅2卫,1100
武昌,百瑞景中央生活区四期,14,3室1厅1卫,1530
武昌,现代大厦,15,3室1厅1卫,1150
武昌,福星惠誉国际城三期,17,3室1厅1卫,1050
武昌,徐东馨苑,35,4室1厅2卫,900
武昌,星星社区,10,4室1厅2卫,800
武昌,虹星苑,15,5室1厅2卫,1150
武昌,虹星苑,18,5室1厅2卫,1350
武昌,二航设计院,18,4室1厅1卫,1200
武昌,湖大琴园,20,3室1厅2卫,950
武昌,新绿美地,23,3室1厅2卫,850
武昌,园丁小区,10,3室1厅1卫,1160
武昌,新绿美地,24,4室1厅2卫,1150
武昌,群建星城,12,4室1厅2卫,800
武昌,沙湖怡景,15,4室1厅2卫,1450
武昌,沙湖怡景,18,4室1厅2卫,1300
武昌,群建星城,18,4室1厅2卫,800
武昌,群建星城,12,4室1厅2卫,650
武昌,博雅中南,21,4室1厅1卫,1300
武昌,星星社区,21,5室1厅2卫,800
武昌,星海虹城四期鸿玺御园,22,4室2厅2卫,1600
武昌,徐东馨苑,30,4室1厅2卫,900
武昌,徐东馨苑,12,4室1厅2卫,900
武昌,徐东馨苑,25,4室1厅2卫,900
武昌,华润置地公馆,13,4室1厅2卫,1050
武昌,星河居,13,5室1厅2卫,1100
武昌,星河居,12,5室1厅2卫,1000
武昌,中南龙庭,18,5室1厅3卫,1200
武昌,群建星城,22,5室1厅1卫,1400
武昌,百花居,18,5室1厅2卫,1200
武昌,武铁佳苑,23,4室1厅2卫,890
武昌,紫沙路90号,13,4室1厅1卫,900
武昌,水云居,14,5室1厅2卫,550
武昌,武铁佳苑,18,4室1厅2卫,601
武昌,武铁佳苑,23,4室1厅2卫,699
武昌,群建星城,11,5室0厅4卫,1000
武昌,徐东馨苑,18,5室1厅3卫,900
武昌,武铁佳苑东区,16,4室0厅1卫,660
武昌,姚家岭新城,20,3室1厅1卫,1300
武昌,七医院宿舍,10,4室0厅1卫,550
武昌,百瑞景中央生活区五期东区,11,3室1厅1卫,1390
武昌,当代东湖壹号,12,4室1厅1卫,1260
武昌,徐东馨苑,14,3室1厅1卫,1330
武昌,湖大友谊小区,15,5室1厅1卫,600
武昌,滨湖名都城,16,4室1厅2卫,1330
武昌,桂花公寓,20,5室1厅1卫,1050
武昌,绿地国际金融城一期,10,3室1厅1卫,1190
武昌,桂花公寓,17,5室1厅1卫,800
武昌,梅苑小区一期,14,4室1厅1卫,1260
武昌,紫阳金利屋,14,3室1厅1卫,1490
武昌,百瑞景中央生活区六期,18,5室1厅2卫,1390
武昌,锦绣中北,12,3室1厅1卫,1290
武昌,姚家岭新城,11,4室1厅1卫,1230
武昌,万源昌,15,5室1厅1卫,750
武昌,静安上城,11,3室1厅1卫,1430
武昌,群建星城,10,3室1厅1卫,1290
武昌,复地东湖国际三期,12,4室1厅1卫,1390
武昌,紫沙金苑,12,4室1厅1卫,1260
武昌,百瑞景中央生活区六期,11,4室1厅1卫,1290
武昌,金沙泊岸,8,3室1厅1卫,1060
武昌,城开玉桥新都,9,4室1厅1卫,1260
武昌,百瑞景中央生活区六期,18,5室1厅2卫,1460
武昌,金沙泊岸,8,3室1厅1卫,1260
武昌,百瑞景中央生活区二期东区,11,3室1厅1卫,1460
武昌,帝斯曼国际中心,10,5室1厅2卫,1260
武昌,金沙泊岸,9,4室1厅2卫,1290
武昌,金地国际花园,6,3室1厅2卫,1190
武昌,复地东湖国际七期,10,3室1厅1卫,1330
武昌,梅苑小区一期,10,4室1厅1卫,1190
武昌,千家鑫苑,14,3室1厅1卫,1490
武昌,银厦公寓,24,4室1厅1卫,1280
武昌,金涛铭座,10,4室1厅2卫,1190
武昌,万源昌,20,5室1厅1卫,1100
武昌,姚家岭新城,8,4室1厅2卫,1060
武昌,百瑞景中央生活区六期,12,4室1厅1卫,1260
武昌,融侨华府,8,4室1厅2卫,1060
武昌,金沙泊岸,10,4室1厅2卫,1060
武昌,百瑞景中央生活区四期,10,3室1厅1卫,1230
武昌,百瑞景中央生活区六期,11,4室1厅1卫,1230
武昌,百瑞景中央生活区六期,13,5室1厅2卫,1230
武昌,欧洲花园,15,3室1厅2卫,1290
武昌,百瑞景中央生活区六期,8,5室1厅2卫,1030
武昌,福星惠誉国际城三期,11,3室1厅1卫,1490
武昌,复地东湖国际一期,12,5室1厅2卫,1330
武昌,凯乐花园,10,4室1厅2卫,1260
武昌,地铁紫阳城,15,4室1厅1卫,1530
武昌,欧林湾,14,5室1厅2卫,1730
武昌,才华名苑四期,22,4室1厅1卫,900
武昌,融侨华府,16,4室1厅2卫,1790
武昌,百瑞景中央生活区二期东区,11,3室1厅1卫,1530
武昌,友谊国际,14,4室1厅2卫,1830
武昌,复地东湖国际七期,14,5室1厅2卫,1360
武昌,伟鹏苑,16,4室1厅2卫,1890
武昌,星海虹城,16,5室1厅2卫,2060
武昌,金沙泊岸,12,4室1厅2卫,1390
武昌,东湖春树里,17,5室1厅2卫,1890
武昌,百瑞景中央生活区六期,12,4室1厅1卫,1490
武昌,新南方小区,14,5室1厅1卫,900
武昌,帝斯曼国际中心,17,4室1厅2卫,1630
武昌,复地东湖国际五期,16,4室1厅2卫,1530
武昌,千家鑫苑,14,3室1厅1卫,1390
武昌,万源昌,30,5室1厅1卫,1450
武昌,福星惠誉国际城三期,13,3室1厅1卫,1390
武昌,福星惠誉国际城三期,11,3室1厅1卫,1230
武昌,复地东湖国际四期,17,4室1厅2卫,1490
武昌,百瑞景中央生活区二期东区,15,3室1厅1卫,1530
武昌,积玉小区,11,5室1厅4卫,650
武昌,湖大琴园,19,4室1厅2卫,950
武昌,桂花公寓,13,5室1厅3卫,750
武昌,湖大琴园,18,4室1厅2卫,950
武昌,桂花公寓,14,5室1厅3卫,800
武昌,洪山花园,20,4室1厅2卫,950
武昌,首义小区,18,5室0厅2卫,800
武昌,银海公寓,20,4室1厅2卫,750
武昌,省建设厅宿舍,13,4室1厅1卫,1000
武昌,银厦公寓,25,4室1厅2卫,800
武昌,逸居苑,20,4室1厅2卫,800
武昌,沙湖新村,15,5室1厅2卫,550
武昌,天华新村,10,4室1厅1卫,600
武昌,统建锦绣江南,18,4室1厅2卫,1390
武昌,桂花公寓,13,5室1厅3卫,750
武昌,桂花公寓,14,5室1厅3卫,800
武昌,徐东四期公寓,18,4室1厅2卫,700
武昌,桂花公寓,13,5室1厅3卫,750
武昌,桂花公寓,13,5室1厅3卫,750
武昌,百瑞景中央生活区五期西区,6,4室0厅2卫,860
武昌,姚家岭1到1000号,12,5室1厅1卫,900
武昌,中南路14号27,23,4室1厅1卫,1000
武昌,平安花园(武昌),20,4室1厅1卫,650
武昌,尚隆地球村,19,4室1厅2卫,820
武昌,复地东湖国际六期,16,4室1厅2卫,1530
武昌,紫沙路75号,21,4室1厅1卫,800
武昌,徐东馨苑,16,4室1厅2卫,850
武昌,戎安华府,11,5室1厅1卫,1050
武昌,新南方小区,26,4室1厅1卫,1000
武昌,百瑞景中央生活区二期东区,9,3室1厅1卫,1030
武昌,新南方小区,14,4室1厅1卫,900
武昌,百瑞景中央生活区五期东区,6,3室1厅2卫,1030
武昌,湖北建材宿舍,12,5室1厅1卫,800
武昌,洪山公寓,23,5室1厅2卫,1000
武昌,湖北建材宿舍,13,5室1厅1卫,850
武昌,美城清芷园,20,4室1厅1卫,900
武昌,紫沙路98号,18,5室1厅2卫,800
武昌,沙湖新村,20,5室1厅2卫,899
武昌,二航设计院,18,4室1厅1卫,880
武昌,太阳岛花园,17,4室2厅2卫,900
武昌,桂花公寓,14,5室1厅3卫,800
武昌,千禧名苑,20,5室1厅2卫,800
武昌,水岸星城,13,4室1厅1卫,900
武昌,太阳岛花园,21,4室2厅2卫,900
武昌,紫沙路98号,25,5室1厅2卫,1000
武昌,千禧名苑,18,5室1厅2卫,600
武昌,美城清芷园,24,4室1厅1卫,900
武昌,美城清芷园,16,3室1厅1卫,630
武昌,二航设计院,23,5室1厅1卫,900
武昌,平安花园(武昌),20,4室1厅1卫,680
武昌,中南路14号27,23,4室1厅1卫,1100
武昌,桂花公寓,16,3室1厅1卫,780
武昌,物资公司宿舍,14,4室0厅1卫,950
武昌,省农业厅宿舍,23,4室1厅1卫,1100
武昌,姚家岭新城,15,5室1厅2卫,1100
武昌,梅苑小区一期,14,3室1厅1卫,1290
武昌,戎安华府,11,5室1厅1卫,1050
武昌,百瑞景中央生活区六期,11,4室1厅1卫,1060
武昌,戎安华府,14,4室2厅3卫,1400
武昌,紫沙金苑,7,4室1厅1卫,990
武昌,百瑞景中央生活区二期东区,14,3室1厅1卫,1330
武昌,桂花公寓,14,5室1厅3卫,800
武昌,南方帝园,8,3室1厅1卫,1130
武昌,帝斯曼国际中心,7,5室1厅2卫,1260
武昌,姚家岭新城,10,4室1厅1卫,1090
武昌,武重经济实用小区,17,4室1厅2卫,950
武昌,武铁佳苑,10,3室1厅1卫,1030
武昌,七星绿色花园,11,5室1厅1卫,650
武昌,千禧名苑,16,5室1厅2卫,600
武昌,静安上城,7,3室1厅1卫,1230
武昌,帝斯曼国际中心,7,4室1厅2卫,1290
武昌,帝斯曼国际中心,8,4室1厅2卫,1330
武昌,石化大院,6,3室1厅1卫,1260
武昌,星海虹城,25,4室1厅2卫,1250
武昌,姚家岭新城,8,4室1厅2卫,1030
武昌,金沙泊岸,8,4室1厅2卫,1030
武昌,静安上城,8,4室1厅2卫,1060
武昌,千禧名苑,16,5室1厅1卫,680
武昌,徐东馨苑,20,3室1厅3卫,1200
武昌,统建锦绣江南,17,4室1厅2卫,1460
武昌,绿地国际金融城二期,20,5室1厅4卫,1500
武昌,绿地国际金融城一期,18,5室1厅4卫,1250
武昌,绿地国际金融城二期,15,5室1厅4卫,980
武昌,绿地国际金融城二期,14,5室1厅4卫,980
武昌,绿地国际金融城二期,18,5室1厅3卫,1200
武昌,绿地国际金融城二期,14,5室1厅4卫,980
武昌,武铁佳苑东区,15,5室1厅4卫,750
武昌,融侨华府,18,5室1厅4卫,700
武昌,姚家岭新城,26,3室1厅1卫,1400
武昌,首义小区,18,4室1厅1卫,1050
武昌,书香门第,25,5室0厅2卫,1500
武昌,金沙泊岸,16,4室1厅2卫,1390
武昌,固体潮小区,14,4室1厅2卫,800
武昌,固体潮小区,16,4室1厅2卫,850
武昌,星河居,20,4室1厅2卫,1550
武昌,樱花大厦,16,5室2厅2卫,1150
武昌,滨湖名都城,9,4室1厅2卫,1160
武昌,星河居,18,5室1厅2卫,1150
武昌,樱花大厦,25,5室2厅2卫,1650
武昌,樱花大厦,18,5室2厅2卫,1300
武昌,清江花园,14,5室1厅2卫,1280
武昌,星河居,16,5室1厅2卫,1100
武昌,群建星城,16,5室1厅1卫,1000
武昌,武铁佳苑,16,4室1厅1卫,560
武昌,华润置地公馆,22,4室1厅2卫,1300
武昌,群建星城,15,5室1厅1卫,900
武昌,金沙阁,8,4室1厅2卫,750
武昌,金沙阁,12,4室1厅2卫,900
武昌,省建设厅宿舍,14,4室1厅1卫,1100
武昌,福星惠誉水岸国际时代上城,9,4室1厅1卫,890
武昌,平安花园(武昌),13,4室1厅1卫,700
武昌,百瑞景中央生活区五期东区,5,4室1厅2卫,960
武昌,当代东湖壹号,7,4室1厅1卫,990
武昌,帝斯曼国际中心,7,3室1厅1卫,1260
武昌,南方帝园,13,3室1厅1卫,1330
武昌,桂花公寓,13,3室1厅1卫,1030
武昌,星海虹城四期鸿玺御园,10,4室1厅2卫,1230
武昌,尚隆地球村,16,5室1厅2卫,1290
武昌,千禧名苑,25,5室1厅2卫,1200
武昌,千禧名苑,25,5室1厅1卫,1200
武昌,福星苑,14,4室1厅2卫,1260
武昌,固体潮小区,19,4室1厅2卫,1100
武昌,帝斯曼国际中心,10,3室1厅1卫,1430
武昌,梅苑小区(武昌),11,3室1厅1卫,1260
武昌,友谊国际百老汇,13,3室1厅1卫,1160
武昌,凯乐花园,6,4室1厅1卫,1030
武昌,融侨华府,8,3室1厅1卫,1160
武昌,友谊国际沙湖苑,10,3室1厅1卫,1390
武昌,百瑞景中央生活区四期,8,4室1厅2卫,1090
武昌,尚隆地球村,11,5室1厅2卫,1190
武昌,金沙泊岸,9,3室1厅1卫,1130
武昌,复地东湖国际七期,11,5室1厅2卫,1190
武昌,金沙泊岸,8,3室1厅1卫,1060
武昌,帝斯曼国际中心,9,5室1厅2卫,1260
武昌,金地国际花园,10,4室1厅2卫,1430
武昌,统建锦绣江南,9,3室1厅1卫,1290
武昌,戎安华府,15,5室1厅1卫,1400
武昌,戎安华府,13,5室1厅1卫,1250
武昌,百瑞景中央生活区六期,15,4室1厅1卫,1330
武昌,金湖居,9,4室1厅2卫,1290
武昌,戎安华府,14,5室1厅1卫,1300
武昌,百瑞景中央生活区二期西区,11,4室1厅2卫,1160
武昌,百瑞景中央生活区六期,8,4室1厅1卫,1060
武昌,百瑞景中央生活区六期,10,4室1厅1卫,1230
武昌,百瑞景中央生活区六期,12,4室1厅1卫,1330
武昌,百瑞景中央生活区六期,11,4室1厅1卫,1460
武昌,百瑞景中央生活区六期,8,4室1厅1卫,1260
武昌,百瑞景中央生活区六期,12,4室1厅1卫,1290
武昌,百瑞景中央生活区六期,11,4室1厅1卫,1330
武昌,百瑞景中央生活区六期,11,4室1厅1卫,1230
武昌,百瑞景中央生活区六期,12,4室1厅1卫,1330
武昌,姚家岭新城,15,4室1厅1卫,1430
武昌,水陆小区,13,3室1厅2卫,1160
武昌,凯乐花园,11,4室1厅2卫,1390
武昌,姚家岭新城,11,4室1厅2卫,1190
武昌,百瑞景中央生活区六期,11,4室1厅1卫,1230
武昌,百瑞景中央生活区六期,14,5室1厅2卫,1390
武昌,统建锦绣江南,13,4室1厅1卫,1290
武昌,百瑞景中央生活区六期,9,4室1厅1卫,1260
武昌,统建锦绣江南,13,4室1厅1卫,1360
武昌,金沙泊岸,10,4室1厅2卫,1060
武昌,凯乐花园,6,4室1厅2卫,1130
武昌,复地东湖国际七期,12,5室1厅3卫,1230
武昌,金沙泊岸,11,3室1厅1卫,1160
武昌,复地东湖国际二期,13,4室1厅1卫,1460
武昌,锦绣中北,12,3室1厅1卫,1430
武昌,复地东湖国际七期,15,5室1厅2卫,1960
武昌,百瑞景中央生活区五期东区,11,3室1厅1卫,1390
武昌,统建锦绣江南,12,5室1厅2卫,1330
武昌,百瑞景中央生活区二期东区,11,3室1厅1卫,1390
武昌,福星惠誉国际城三期,7,4室1厅1卫,1130
武昌,百瑞景中央生活区六期,8,4室1厅2卫,1160
武昌,安顺家园,12,4室1厅2卫,1460
武昌,百瑞景中央生活区六期,11,4室1厅1卫,1230
武昌,紫沙金苑,13,4室1厅1卫,1390
武昌,复地东湖国际七期,12,3室1厅1卫,1360
武昌,欧洲花园,13,4室1厅2卫,1190
武昌,中南路14号27,28,4室1厅1卫,1250
武昌,戎安华府,18,5室1厅2卫,1180
武昌,金沙泊岸,9,4室1厅2卫,1090
武昌,星海虹城,13,5室1厅2卫,1360
武昌,时尚欧洲,10,5室1厅2卫,1160
武昌,百瑞景中央生活区二期东区,10,3室1厅1卫,1260
武昌,南方帝园,14,3室1厅1卫,1360
武昌,群建星城,10,4室1厅1卫,1090
武昌,七星绿色花园,14,4室1厅2卫,1260
武昌,百瑞景中央生活区五期东区,8,3室1厅2卫,1190
武昌,水岸国际峯岚天下,9,3室1厅1卫,1190
武昌,伟鹏苑,11,4室1厅2卫,1230
武昌,金涛铭座,12,4室1厅2卫,1230
武昌,梅苑小区一期,14,3室1厅1卫,1360
武昌,金地国际花园,9,5室1厅2卫,1430
武昌,金地国际花园,9,4室1厅1卫,1430
武昌,星海虹城四期鸿玺御园,12,4室1厅2卫,1330
武昌,武铁佳苑,13,4室1厅1卫,1090
武昌,蓝湾俊园,12,4室1厅2卫,1290
武昌,姚家岭新城,10,3室1厅1卫,1230
武昌,帝斯曼国际中心,9,4室1厅2卫,1330
武昌,姚家岭新城,16,4室1厅2卫,1730
武昌,姚家岭新城,11,4室1厅1卫,1290
武昌,融侨华府,17,5室1厅2卫,1760
武昌,百瑞景中央生活区六期,14,4室1厅1卫,1460
武昌,复地东湖国际二期,12,4室1厅1卫,1490
武昌,百瑞景中央生活区六期,16,4室1厅1卫,1330
武昌,姚家岭新城,12,4室1厅1卫,1290
武昌,群建星城,11,3室1厅1卫,1260
武昌,金沙泊岸,16,4室1厅2卫,1360
武昌,百瑞景中央生活区四期,10,3室1厅1卫,1260
武昌,戎安华府,25,5室1厅2卫,1400
武昌,福星惠誉国际城三期,12,4室1厅2卫,1330
武昌,百瑞景中央生活区六期,10,4室1厅1卫,1230
武昌,百瑞景中央生活区六期,14,4室1厅1卫,1330
武昌,百瑞景中央生活区二期西区,10,4室1厅1卫,1290
武昌,江南明珠园,9,4室1厅2卫,1160
武昌,姚家岭新城,10,3室1厅1卫,1160
武昌,姚家岭新城,11,3室1厅1卫,1160
武昌,百瑞景中央生活区四期,11,3室1厅1卫,1290
武昌,福星惠誉国际城三期,10,4室1厅1卫,1160
武昌,戎安华府,13,5室1厅1卫,1350
武昌,统建锦绣江南,12,5室1厅2卫,1230
武昌,统建锦绣江南,19,4室1厅2卫,1460
武昌,统建锦绣江南,13,4室1厅1卫,1330
武昌,金地国际花园,8,5室1厅2卫,1260
武昌,戎安华府,12,5室1厅2卫,1200
武昌,百瑞景中央生活区五期东区,13,3室1厅1卫,1390
武昌,复地东湖国际一期,7,4室1厅1卫,1060
武昌,戎安华府,15,5室1厅1卫,1400
武昌,才华茗苑,11,3室1厅1卫,1090
武昌,戎安华府,13,5室1厅2卫,1250
武昌,戎安华府,12,5室1厅1卫,1200
武昌,奥山创意街区,11,4室1厅2卫,1330
武昌,凯乐花园,12,4室1厅2卫,1430
武昌,戎安华府,15,5室1厅1卫,1400
武昌,戎安华府,13,5室1厅1卫,1250
武昌,凯乐花园,12,5室1厅2卫,1330
武昌,凯乐花园,13,3室1厅1卫,1460
武昌,凯乐花园,12,4室1厅2卫,1360
武昌,首义名居,11,3室1厅1卫,1390
武昌,省建设厅宿舍,18,4室0厅1卫,1200
武昌,统建锦绣江南,10,3室1厅1卫,1160
武昌,锦江国际城,11,4室1厅2卫,1460
武昌,百瑞景中央生活区四期,10,3室1厅1卫,1330
武昌,百瑞景中央生活区二期西区,12,4室1厅1卫,1290
武昌,金沙泊岸,9,4室1厅2卫,1130
武昌,群建星城,8,4室1厅1卫,1160
武昌,百瑞景中央生活区六期,11,4室1厅1卫,1230
武昌,滨湖名都城,13,4室1厅2卫,1290
武昌,百瑞景中央生活区六期,11,3室1厅1卫,1330
武昌,群建星城,11,3室1厅1卫,1230
武昌,姚家岭新城,9,4室1厅1卫,1090
武昌,姚家岭新城,11,3室1厅2卫,1230
武昌,百瑞景中央生活区六期,12,4室1厅1卫,1330
武昌,百瑞景中央生活区六期,13,5室1厅2卫,1330
武昌,百瑞景中央生活区四期,11,3室1厅1卫,1430
武昌,群建星城,11,3室1厅1卫,1290
武昌,百瑞景中央生活区四期,10,3室1厅1卫,1290
武昌,群建星城,11,4室1厅2卫,990
武昌,百瑞景中央生活区五期西区,11,4室1厅2卫,1230
武昌,姚家岭新城,7,4室1厅1卫,1130
武昌,百瑞景中央生活区六期,8,4室1厅1卫,1230
武昌,百瑞景中央生活区四期,8,3室1厅1卫,1460
武昌,百瑞景中央生活区六期,7,5室1厅2卫,1060
武昌,姚家岭新城,12,3室1厅1卫,1290
武昌,群建星城,9,4室1厅1卫,1130
武昌,百瑞景中央生活区四期,6,4室1厅2卫,1160
武昌,百瑞景中央生活区六期,12,4室1厅1卫,1230
武昌,姚家岭新城,10,4室1厅1卫,1160
武昌,姚家岭新城,9,4室1厅1卫,1160
武昌,百瑞景中央生活区六期,13,4室1厅1卫,1290
武昌,姚家岭新城,11,4室1厅1卫,1190
武昌,姚家岭新城,9,4室1厅1卫,1090
武昌,姚家岭新城,11,3室1厅2卫,1230
武昌,百瑞景中央生活区六期,12,4室1厅1卫,1330
武昌,百瑞景中央生活区六期,13,5室1厅2卫,1330
武昌,百瑞景中央生活区四期,10,3室1厅1卫,1330
武昌,百瑞景中央生活区二期西区,12,4室1厅1卫,1290
武昌,金沙泊岸,9,4室1厅2卫,1130
武昌,群建星城,8,4室1厅1卫,1160
武昌,百瑞景中央生活区六期,11,4室1厅1卫,1230
武昌,滨湖名都城,13,4室1厅2卫,1290
武昌,百瑞景中央生活区六期,11,3室1厅1卫,1330
武昌,群建星城,11,3室1厅1卫,1230
武昌,福星惠誉国际城三期,17,3室1厅1卫,1430
武昌,群建星城,11,3室1厅1卫,1290
武昌,百瑞景中央生活区五期西区,11,4室1厅2卫,1230
武昌,百瑞景中央生活区六期,10,4室1厅1卫,1190
武昌,百瑞景中央生活区二期东区,11,5室1厅2卫,1230
武昌,群建星城,11,4室1厅2卫,990
武昌,滨湖名都城,13,4室1厅2卫,1290
武昌,百瑞景中央生活区六期,11,3室1厅1卫,1330
武昌,群建星城,11,3室1厅1卫,1230
武昌,姚家岭新城,9,4室1厅1卫,1090
武昌,姚家岭新城,11,3室1厅2卫,1230
武昌,百瑞景中央生活区四期,9,3室1厅1卫,1230
武昌,群建星城,9,4室1厅1卫,1260
武昌,姚家岭新城,11,3室1厅1卫,1230
武昌,群建星城,11,4室1厅1卫,1230
武昌,姚家岭新城,11,4室1厅1卫,1230
武昌,姚家岭新城,11,3室1厅1卫,1260
武昌,群建星城,8,4室1厅1卫,1090
武昌,姚家岭新城,8,4室1厅2卫,1130
武昌,姚家岭新城,10,4室1厅1卫,1160
武昌,姚家岭新城,10,4室1厅1卫,1230
武昌,百瑞景中央生活区二期东区,11,3室1厅1卫,1460
武昌,梅苑小区一期,11,3室1厅1卫,1460
武昌,统建锦绣江南,17,5室1厅2卫,1360
武昌,复地东湖国际七期,16,5室1厅2卫,1390
武昌,复地东湖国际七期,16,5室1厅2卫,1460
武昌,复地东湖国际七期,16,5室1厅2卫,1390
武昌,金沙泊岸,14,4室1厅2卫,1360
武昌,复地东湖国际七期,22,5室1厅3卫,1590
武昌,金沙城公寓,20,4室1厅2卫,1500
武昌,百瑞景中央生活区三期,9,4室1厅2卫,1330
武昌,安顺花园,12,5室1厅2卫,1360
武昌,南方大厦,12,3室1厅1卫,1060
武昌,省建设厅宿舍,14,4室1厅1卫,1200
武昌,凯乐花园,8,3室1厅1卫,1330
武昌,千家鑫苑,14,3室1厅1卫,1160
武昌,凯乐花园,11,4室1厅2卫,1330
武昌,凯乐花园,8,3室1厅1卫,1330
武昌,百瑞景中央生活区三期,9,4室1厅2卫,1330
武昌,安顺花园,12,5室1厅2卫,1360
武昌,省建设厅宿舍,14,4室1厅1卫,1200
武昌,千家鑫苑,14,3室1厅1卫,1160
武昌,南方大厦,12,3室1厅1卫,1060
武昌,凯乐花园,8,4室1厅2卫,1230
武昌,千家鑫苑,12,3室1厅1卫,1330
武昌,星海虹城四期鸿玺御园,10,4室1厅2卫,1160
武昌,当代东湖壹号,12,4室1厅1卫,1290
武昌,当代东湖壹号,8,4室1厅1卫,1130
武昌,千家鑫苑,12,3室1厅1卫,1290
武昌,静安上城,12,3室1厅1卫,1460
武昌,百瑞景中央生活区四期,10,3室1厅1卫,1360
武昌,百瑞景中央生活区二期西区,10,4室1厅1卫,1290
武昌,百瑞景中央生活区二期东区,10,3室1厅1卫,1130
